,Unnamed: 0,comment
394,394,Ka you did it luvv semangat selalu sangat di tunggu vidio battle selanjutnya 🥹💪🏻💖💖💖
395,395,We made it 🎉🎉🎉 yeaaayyy selamat kak tasyi
396,396,"Selalu puas nonton battle kak Tasyi tuu, detail dan pembawaan kak Tasyi emang asiikkk, sukses terusss ya kaaak"
397,397,Waahhh tengkyuuu reviewnyaa kak tasyi
398,398,"bangga!! congrats kak tasyiii. kebayang bgt lagi semua rasanya deskripsinya, jadi bener2 penasaran rasa juara satu nyaaa 💚"
399,399,"Tasyi menghidupkan brand lokal.
We made it
 Congrats ya"
400,400,"MasyaaAllah alhmdulillah, barakallahu fiik kak tasyi 🥰🤗🫶🏻💕
Kak Tasyi luar biasa! food vlogger yang selalu menghadirkan konten yang inspiratif dan seru, aku nggak pernah terlewat untuk nonton setiap video di channel YouTube kak tasyi. Terus berkarya dan tetap jadi sumber inspirasi buat banyak orang! Kak tasyi pantas banget jadi trending nomor satu, semangat terus! 🔥🤗💕"
401,401,"We made it kak tasyiii, dengan segala huru hara youtube akhirnya pertama kali trending 1🎉"
402,402,Warnax kyk tai kuda ...itu apa ya
403,403,😂udah ketebak nomer 8 donbake shop dari paltingnya
404,404,"We Made it kak Tasyiii, selamat yaaa"
405,405,We Made it ❤
406,406,WE MADE IT ❤
407,407,WE MADE IT!!!! ALHAMDULILLAAHH
408,408,akhirnya trending satuuuu!!! omggy
409,409,WE MADE IT🔥
410,410,"We made it, kak ❤"
411,411,WE MADE IT 👏🏼👏🏼👏🏼👏🏼👏🏼
412,412,WE MADE IT GUYSS 🎉🎉🎉🎉😭😭😭❤❤❤❤
413,413,WE MADE IT
414,414,We made it 🎉
415,415,congrats ka tasyiiii❤ WE MADE IT🎉🎉🎉🎉🎉🎉🎉🎉🎉
416,416,WE MADE IT 🎉🎉🎉 congrats kak Tasyi
417,417,We made it❤❤❤
418,418,🎉🎉🎉🎉🎉
419,419,"Yeay, we made it!! Ngikutin banget ka Tasyi dari dulu. Akhirnya berhasil #1 trending ya ka. Congrats!"
420,420,"""WE MADE IT"" 🤲🏻🩷"
421,421,Mau nyoba cokelat dubai nunggu battle ka tasyi dulu 🤣
422,422,Ka Tasyi lovely
423,423,WE MADE IT👌🏻👌🏻❤
424,424,We made it
425,425,“WE MADE IT”
426,426,cii selamatt urah trendinh 1 🎉🎉🎉
427,427,Omggg trending 1❤❤
428,428,❤
429,429,keren
430,430,We Made It. Congratsss kak tasyiiiiii✨✨🫶🏼🫶🏼🔥🔥
431,431,We Made It
432,432,"Guys untuk kiting cake ada kesalahan penulisan harga yaa.. harusnya harganya 195.000 bukan 360.000

Mohon Maaf atas kesalahan penulisanyaa

🙏🏻🙏🏻"
433,433,mahkluk seperti ini bisa trending memang menjijikan
434,434,MasyaAllah Trending 1 ❤🎉
435,435,"Yang paling berkuasa mengatur seluruh dunia  &  akhirat adalah Pencipta Dunia.
(semua manusia di seluruh dunia diciptakan oleh Pencipta yang sama.   Tapi di dunia ada banyak      agama      &   aliran kepercayaan serta ada juga yang atheis.      Siapakah Pencipta manusia    &   dunia ?   Banyak orang mengakui bahwa Pencipta Dunia  itu antara lain    :    Maha  Kuasa ,  Maha  Kasih.    Maka Pencipta Dunia memberitahu siapa diriNya,  pasti dengan cara yang sangat / paling mudah.    Supaya manusia bisa dengan sangat mudah juga mengetahui Pencipta manusia).
       Pemilik  Dunia  =  Pemilik  Akhirat
   Pengatur  Dunia  =  Pengatur  Akhirat

( kalau pemilik rumah,  paling berkuasa  mengatur  +  buat  peraturan  untuk orang - orang yang menghuni / mengontrak rumahnya )"
436,436,"Pemilik  Dunia   =   Pemilik  Akhirat
       Pengatur  Dunia  =  Pengatur  Akhirat

Ada 5 hal yang berlaku di seluruh dunia  
( international )   :
1] Bahasa international = bahasa inggris,  dari inggris percaya kepada Allah bernama Tuhan YesUs : Pencipta Dunia.
2] Mata uang international = US $  dari amerika serikat percaya kepada Allah bernama Tuhan YesUs : Pencipta Dunia.
3] Kalender international=kalender tahun masehi. Hari ini  31 januari 2023 masehi
(masehi=Mesias=Tuhan YesUs).
4] Lagu  kebangsaan = semua negara harus punya lagu kebangsaan. (lagu kebangsaan Indonesia : Indonesia Raya)
Cara beribadah umat kristen, ada : lagu.
5] Keselamatan = hal - hal   keselamatan untuk manusia yang dipakai hampir diseluruh dunia  (international,  pakai bahasa international : bahasa inggris) =
zebra   cross,  do not   cross   police line,
red     cross    international   :      palang     merah    international."
437,437,We made it🎉🎉
438,438,WE MADE IT!!
439,439,Kkk battel keju dong yang ada di minimarket 🫶🏻🥹
440,440,Semangat kakk❤❤
441,441,Trending 1 dong
442,442,We Made It
443,443,Kak taciii trending 1 !!!!
444,444,WE MADE IT
445,445,we made it
446,446,"WE MADE IT, selamat kak 🎉❤"
447,447,"We made it ❤
Congratulation tranding 1🎉"
448,448,sudah kuduga pasti yang juara don bakeshop
449,449,MasyaAllah alhamdulillah selamat kak tasyi trending 1 🤗🤗🤗
450,450,tumben openingnya kek template ppt canvaaa😭😭🫵🏻🫵🏻 sp yg setujuuuu🙆🏻‍♀️🙆🏻‍♀️🙆🏻‍♀️
451,451,We made it
452,452,akk akan banyak2in komen supaya naikin engagement kakaa
453,453,suka suka sukaaa
454,454,seru bangett
455,455,WE MADE IT... 🎉🎉🎉
456,456,We made it
457,457,"kok bisa sih jual 100rban... pistachio aja per kg udah mau nangis,.belum coklat, kataifi. profit 10% kah?gilaa rodi banget T.T"
458,458,Tranding #1 ka tasyi ❤
459,459,yayy congrats 🎉
460,460,WE MADE IT❤❤❤🔥
461,461,"""We made it "" kak tasyi always gercep klu. ada konten baru semua kontennya bagus dan sll jd favorit semangat kak tasyi makasih buat stiap usahanya we love u always❤❤🎉"
462,462,WE MADE IT KAK
463,463,We made it ❤
464,464,Trending 1
465,465,congratsss ka tasyiii trending 1 🥳🥰
466,466,"Kak tasyiii, u made it🎉🔥✨💖"
467,467,We made it kak tasyi❤❤
468,468,We made ittt . Mangat tasyiii❤
469,469,"Weee madeee itttt,congratsssss ciiiii ❤❤❤❤"
470,470,selamaaaad kak tasyiii u made it!!!
471,471,"WE MADE IT ❤❤❤❤
selamat ya ka tasyii akhirnya bisa tranding 1 juga,, suka banget sama semua konten* kaka semoga suatu saat bisa ketemu dan fotbar sama ka tasyi ya... 
love u k tasyi"
472,472,SELAMAT KAAAAAAAA!!! TERHARU LIATNYA 😻
473,473,Masyaallah Trending 1 🔥🔥🔥
474,474,"subtitel nya cba ganti bahasa inggris ka, biar bsa diliat negara lain jga sih mnrtku..."
475,475,Tapi jujur selera tasyi tuh selera gua bangetttttt🥰🥺😍🤍
476,476,WE MADE IT KAK TASYI 🎉❤ AKHIRNYA PECAH TELOR JUGA 😭💗💗💗
477,477,We made it ❤
478,478,Alhamdulillah trending no 1... Jumat 22 November 2024🎉🎉🎉 Allahumma barrik 💝🤲🏻
479,479,WE MADE IT!!!!
480,480,"WE MADE IT KAK TASYIIIII, congrats ya kak ikutan terharu inget dlu gimana susah nya kak tasyi mau trending dgn views yg udah banyak ituh 🥺 semoga kedepan nya makin sering trending ya kak, WE MADE IT 💖💖 ditunggu battle selanjutnya kak 🤗"
481,481,battle siomay/shumai ka tasyi :3
482,482,"Kak next wajib banget battle nasi goreng, ketoprak, sate ayam"
483,483,❤❤
484,484,We made it!! Tim gapernah skip walaupun tinggal diluar negeri gabisa cobain apapun yg direview tp buat ku yg suka masak demen bgt nontonnya apalagi smbl makan luvvv semangat trs taciii
485,485,"ka, kaka hebag! Masha Allah ❤"
486,486,Keren
487,487,"Review ter-profesional dari awal coklat viral ini muncul. Gak cuman ""kemanisan,biasa aja,ngacang,worth gak worth.""
Dan dari sekian banyak reviewer,cuma di tasyi yg notice ada rasa,and bahan ""Tahini"" .
Good job tasyi 🎉"
488,488,By chi keik itu ig nya apa yaa?
489,489,"Detail banget jelasinnya , keren Tasyiiiiii"
490,490,Disuruh komen “WE MADE IT” sma kween 🎉
491,491,Omaygaaad
492,492,Wi mid it
493,493,kak kamu keren bngt luvvvv
494,494,Battle Mayonnaise pleaseeee
495,495,kaa battle dark/milk coklat lokal dongg
496,496,We made it
497,497,"sumpah 1 selera sama tasyi banget parah, donbakeshop tuh emg gurih asin2 gitu isian kunafa nya jadi enak bgttt coklatnya jg ga manis AH POKOKNYA 100% buat tasyi thanku dah battle-in"
498,498,Congrats k tasyiii dah trending satu aja video battle coklat Dubai nya🎉🎉🎉🎉.. Moga sukses terus ya kk
499,499,WE MADE IT
500,500,Trending 1
501,501,🎉🎉🎉🎉🎉🎉🎉
502,502,🥰🥰
503,503,Ka yg juara 2 nama ig nya apa ya ko nyari gak nemu sediiiihh deh😢
504,504,You made it Mimaaa.. Congrats for trending 1.. Semoga sukses terus dan makin melejit yah mimaaaa..🎉
505,505,"aku percaya banget sama lidah kak tasyi, dan coklat studio cokelat beneran enak. pas kak tasyi review waktu itu aku langsung beli dan beneran enak enak banget."
506,506,Kereeeeennnn❤❤❤❤❤
507,507,"Yaampun akhirnya konten battle lagii fav banget, btw kemarin ada yg katanya review coklat dubai rekomendasi kak Tasyi tpi punya dia malah zonk yg harganya 90an"
508,508,WE MADE IT
509,509,"We made it ka tasyiiiiiiii🥺🫶🏻
MASYAALLAH TABARAKALLAHHHHH"
510,510,Alhamdulillah #1 sukses selalu Tasyi
511,511,We made it 🎉
512,512,KAK TASYIIIIIII WE MADE IT❤❤❤❤❤❤❤
513,513,"Selamat kak, trending 1🎉"
514,514,kak tasyiii di video ini cantikkk polll
515,515,Banyakin video battle kak tasyi 😘
516,516,Trending 1 dongsssssssssss kaaaa🥰
517,517,TRENDING NO 1 KAAAAAAA BARAKALLAH 🥳🥳🥳💗💗💗💗💗💗💗💗
518,518,Sering2 ya kaa bikin video batlle gini. Suka bgttt
519,519,udah nebak banget yang nomor 8 🤣🤣
520,520,Trending #1 ka tasyi🎉 finally..wow semangat ngonten nya ka😀
521,521,Trending 1🎉🎉🎉🎉
522,522,kereenn
523,523,Mana Revisi harga salah 1 brand coklat yg bakal di pin ??
524,524,Trending1 dongggg
525,525,"tiap upload video battle pasti trending + viewers nya banyakkk, sering"" upload battle lagi ka tasyii, semangat!!!"
526,526,Nagihh bgt kli Tasyi yg review 😅😅
527,527,Becca’s gak ada di list yaaa ? Atau malah yg terakhir itu????
528,528,NAHHHHHH ini maksudnya kalo jd food vlogger. jelasinnya bener bener detail. penilaiannya juga objektif
529,529,Request battle bubuk matcha kakkk!!!!!
530,530,bakso dong kak tasyi
531,531,Wow trending loh 🙌🏼
532,532,"Kak tasyi battle donat dong yg lg viral ada donat dore, donat bahagia"
533,533,Battle donat dong kak
534,534,beli nya dimana siii yg by chi keikk
535,535,Wow trending😍
536,536,By chi keik beli dmn ka?
537,537,"Suka bgt konten battle ini karena review nya bener2 detail dan jujur,ga cuma enak2 aja😂 ditunggu battle berikutnya kak tasyiiii❤"
538,538,"Seru bgt ka tasyi, sering2 yaaa bikin battle mood bgt😆🥰"
539,539,"21:30 ""white coklaaat~☹"""
540,540,yeayyyyy trending 2
541,541,Trending ....
542,542,"Kak km di sini cantik bangett,, suka deh liat nyaaa😅"
543,543,Pipiltin enakk juga.. ak suka krn tipis lapisannya. Sm nyobain fix  tp B aja.. 😂
544,544,BUAT JASTIPERS DON BAKESHOP TOLONG JGN AJIMUMPUNG😭😭😭
545,545,❤❤❤❤❤❤❤❤
546,546,Kak tah knpa senang aja lihat konten kk🥰
547,547,"Hahahha, baru banget kmrn iseng beli di Don Bakeshop Gara2 mas2 yg jaga jadinya beli yg pistachio dan hazelnuts. Tapi Emang enak  sih 😁"
548,548,"Sukses selalu kak tasyi, anggap aja haters jadi ladang pahala kakak 😁"
549,549,"Channel kak tasyi lagi ada di my top 3 favorite food vlogger at this moment seriusan😍 beneran semua konten aku tonton semua padahal sebelumnya cuma naksir kalo lagi battle ajaa, dan akhir akhir ini jadi suka masak-masak"
550,550,WAH TRENDING 2 KAK
551,551,UDAH NEBAK DULUAN YG NOMOR 8 DON BAKE SHOP WKWKKWKW
552,552,Bettle tepung bumbu kakk
553,553,kak battle keju minimarket dongsss
554,554,Kak tasyi kolab sama ria sw dong
555,555,Selamat kak tasyi trending dong
556,556,Congrats ka tasy trending 2 Semoga bisa trending 1 kak. Akhirnya yahhhh ❤
557,557,Trending 2 kakkk
558,558,"Untuk mencegah obesitas, Anda bisa menerapkan beberapa tips berikut:
Mengatur pola makan: 
Hindari minuman ringan dan bersoda 
Batasi konsumsi jus buah 
Kurangi konsumsi karbohidrat kompleks seperti nasi, roti, jagung, kentang, dan sereal 
Pilih alternatif karbohidrat yang lebih rendah kalori, seperti beras merah, kacang-kacangan, biji-bijian utuh, dan gandum utuh 
Konsumsi berbagai jenis sayuran, terutama yang berwarna hijau 
Konsumsi buah-buahan yang berwarna cerah seperti jeruk, mangga, dan pepaya 
Beraktivitas fisik: 
Lakukan aktivitas fisik secara rutin minimal 30 menit dalam sehari 
Olahraga yang disarankan untuk penyandang obesitas dapat dimulai secara perlahan dan sedikit demi sedikit 
Mengurangi stres: 
Berpikir positif dan mengenali emosi makan 
Menimbang berat badan secara teratur 
Tidak merokok dan minum alkohol 
Hindari tidur setelah makan"
559,559,Paling suka episode batle❤ banyakin video batle ka tasyi😊
560,560,Kenapa makin ke sini reviewnya makin keliatan ketebak ya........😢
561,561,"Battle coklat bubuk, please 😭"
562,562,"Kak, cobain yg coklat dubai nya becca.. kata jerome enak becca dripada Don.."
563,563,Ka trending congrats yaaaa❤
564,564,fav content❤❤
565,565,INI YG AKU PERLUKAAAN HOREEE SEBELUM SALAH BELI HAHAHHA
566,566,trending 3 wuikkhhh👏🏻👏🏻👏🏻
567,567,becca sm moodybaker enak mana ya gaes?
568,568,Kak tasyi battle kopi sachet dong...udah pernah blm yaaa ?
569,569,"1 thing yang gue notice banget, di video battle kali ini kak tasyi aktif bgt ngasih masukan utk coklat2 yang ""gak masuk selera"". beda ga kaya battle2 sebelumnya wkwk. good job!"
570,570,yah kok ga ada becca bake house :(
571,571,Pistasyo sm kataifi tu apa?
572,572,Nah ini
573,573,Battle esteh jumbo 3 ribuan dong kak
574,574,ini dia yang ditunggu2!!
575,575,"TANTEH,.... mndg di nomernya buat smcam sticker, sertakan merek (logo) dan harga. jd ga prlu nanya2 ke teamnya,... begono,.. jd moment of truth, pas dikletek, kaget sndri, liat merek & harganya,..."
576,576,Dari kemarin di tungguin kakkk ❤❤❤
577,577,Review burn cheesecake yg paling enak siapa tau ada yg ngalahin yg di blok m
578,578,Battle antar UMKM ajah lebih seru tapi apa ya??
579,579,Kak review indomi premium yg japang n korea
580,580,ka nyobain dimsam Jinji sama pentol maudy
581,581,"semua jenis kulit manusia itu beda², jadi otomatis yg di jadikan BA itu juga orang² yg kulitnya memang dah bagus."
582,582,"Congrats yaaa Don Bakeshop 🎉🎉🎉 ❤
Pas spill spill awal Don bakeshop bikin coklat Dubai tuh emang udah keliatan enak banget dan pengen banget banget beli. Tapi harganya bukan buat kaum mendang mending & misqueen kayak aku. Wkwkwk
Padahal kantorku deket ke kokas jalan kaki, tapi sampe skrng blm kebeli karena ga ada dananya untuk beli 1 coklat aja 😂😂"
583,583,Vidio ini mahal banget nie 😂
584,584,Buset jastipnya mehonk amat yaaaa😅😅😅  mantap jadi juara 1😊😊
585,585,"Aku gak ngerti tahini dan kataifi 😂 jadi dijelasin aroma/rasa tahini dan kataifi gak ngerti 
Cuma kaget aja coklat begitu sampe 575 ribu 🤭"
586,586,Boleh ga sih durasi nya di panjangin kaaa sampe adek ali SMA haha
587,587,Ka tasy aga kurusan
588,588,Salfok liat kak tasyi makin cantik... masyaallahhhhh 😍😍😍😍😍
589,589,Kok disni harga yg coklat juara satunya yg 250gr cuma 100rb yg 120gr 50rb dan 50gr 35rb itu kira2 asli ga ya
590,590,Jdi kepi itu siapa yg gaenak
591,591,WOwwW TRENDING 4😍
592,592,Yang battle battle begini yang paling ditunggu 🔥🔥
593,593,MashaAllah kak tasyi semakin cantik ❤
594,594,Weezzzzz juara 2 dari bandung… 😃 gas belikk
595,595,coba mie ayam ami nikita Mirzani
596,596,"SAYANG UMKM✅
BANGGA PRODUK INDONESIA ✅

🥹❤️‍🔥🇲🇨"
597,597,Suka banget sama battle
598,598,Wuah 😍 trending 4.. Barokallah
599,599,Akhirnya yg ku tggu
600,600,"Kalo segi makanan, aku percaya lidah kk tasyii😊"
601,601,"Bener-bener super detail reviewnya. sampe tau ada rasa tahini, dan di jelasin sedetail itu tentang bentukannya tahini 😊  gak cuma sekedar ""pistasionya kerasa pistasio banget, coklatnya nyoklat banget"" 
KEREN kamu kak 👍🏻👍🏻🤗🤗🤗"
602,602,kak tasyii battle pempek
603,603,"Kak Tasyiii.. kerudungnya cakepp, beli dimana??"
604,604,The Moody Baker paling besssst 🎉
605,605,Videoo yg ku tunggu2 battle revieww2 ❤❤
606,606,BATTLE SAUS KEJU 🎉
607,607,Subtitlenya kecepetan...
608,608,Miki ojisan juga bentuknya mirip studio coklat. Coba ka tasyiii review coklat dubai yg beluuum
609,609,Kak tasyi boleh kali ajak2 subcriber nyicipin makanan mahal hehehe
610,610,"ka tasyii coba review cimood/pentol maudy tiktokers,REVIEW JUJURRR ❤"
611,611,EDITOR! Tolong banget speed textnya disesuaikan ama video. wkwkwkwk
612,612,Battle keju dong 🥰
613,613,waduhh subtitle dibagian akhir ga passs tp tetep enjoy sih nontonnyaaaa
614,614,I like chocolate 😊 hmm yummy
615,615,Ih ih kak tasyi mkin cntik❤
616,616,Aq pke hnh signature .. Kulit ku sawo mateng jd klo pke day cream ny ko jd abu2 yah pdahal dah pke 1 bulan 😂
617,617,"by chi keik beli dimana ya guysss help.. help..

btw kak tasyi thankyouu dah buat konten ini!!!🫶🏻"
618,618,Anjir don bakeshop udh rame tambah rame gara gara juara 1 😂😂😂😂😂😂😂
619,619,Aku yang suka manis jadi pengennn bgt nyoba nomer 6!!!😍
620,620,Sekarang editornya bisa ngelawak
621,621,ohoho akhirnya yg ku tunggu2 battle coklat dubai
622,622,"Tebak modal konten ini,,,totalitas bgt kak tasyii❤"
623,623,"Kak tasyi batle sambel ulek sachet dong..
Aku bingung kalau mau beli sambal sachet ada aja yg bau2 pengawet aku nyebutnyagitu tapi gk tau bau apa gitu.
Ada gk ya sambel yg enak, rekomendasi kak tasyi gk pernah gagal dan satu selera sama aku,, mudah2an bisa nemu sambal sachet yg enak"
624,624,"Kak, bikin share resep dubai coklat nya dong.. yg kunaifanya bisa bikin sendri... 😊"
625,625,"Ka tasyi jualan please banget, pasti bom banget"
626,626,23:53 😂😂😂
627,627,Kataifi dan tahini itu apaan si? 😅
628,628,"BATTLE TEH CELUPPPP KAKK TASYIIIII PLLEEASEEE, BATTLE TEH CELUPP"
629,629,"BATTLE TEH CELUPPPP KAKK TASYIIIII PLLEEASEEE, BATTLE TEH CELUPP"
630,630,"BATTLE TEH CELUPPPP KAKK TASYIIIII PLLEEASEEE, BATTLE TEH CELUPP"
631,631,Mieeee ayam
632,632,penasaran yg  no 10 siapaa
633,633,Please bakso favorit ka tasyi dong
634,634,Kaya apa sih coklat dubay ..
635,635,"Kak, battle milk powder dong. Kalau lagi buat kue, masih mencari-cari susu bubuk yang oke :)"
636,636,By chi keik itu belinya dmna info dooong
637,637,Tolong editor hasil video nya di perhatiin lagi asli dah😢
638,638,Kak battle keju plise sama saus kejuuuuu
639,639,Resep kunafanya kak
640,640,anjay soto bgt lagian nge review akhirnya malah dubai coklat yg asli ga peringkatt
641,641,KEMANA AJA KAK TUMBEN BARU NONGOL KONTEN BATTLE NYA EHE ✌️🙏
642,642,"Nmr 8, udh ketebak don bakeshop....karna lebih mengkilat coklatnya"
643,643,harusnya pak ka tasyi ngmg tahini ky wijen putih gt. itu editor search google kek bentukannya kek gmn taro di videoinya. org kan jg penasaran
644,644,"Udah nyoba Don Bakeshop emang enak banget. Rasa coklatnya ga murahan. Kalau ga dimasukin kulkas asinnya lebih nusuk, jadi mending masukin kulkas dulu, jadi balance banget."
645,645,Ngakakk😭😭😭yang pencetusnya sendiri ga menang
646,646,Battle chicken nugget dong ka tasyi plzzzzz
647,647,Yang mau Dubai coklat 20 ribuan komen
648,648,KAK TASYIIII cobain coklat dubainya Becca's kakkk pls notice
649,649,Aku juga pakeeee...🎉🎉🎉🎉
650,650,Sourdough donbakeshop itu enak banget kak.. you must try it
651,651,Yang ditunggu tunggu akhirnya....
652,652,Battle nugget dong tasyiii
653,653,yang ditunggu tunggu ❤
654,654,"Kak, mungkin nnt cobain Becca's bake shop, pengen tau reaksinya kak tasyi"
655,655,"konkaya kecil gitu ya gambarnyaaa, apa hp gue yg bermasalah ya huhu"
656,656,Ya allah ka tasyi udah battle aja.. Nyicipi merk satu be belum😂😂😂
657,657,"KAK Review SAUS EXTRA PEDAS, SAUS KEJU, MENTEGA"
658,658,penasaran klo becca’s ikut pdhl itu enak bgttt
659,659,Kak gara2 kamu aku langsung beli di jastip yg don bakeshop🤣
660,660,🎉🎉🎉
661,661,"KAK OMG aku kmrn pengen bgt nonton battle coklat dubai kak tasyi, pas dicari di channel kakak ternyata ga ada. Happy bgttt pas liat hari ini kakak up video battle coklatnya ❤❤❤😭"
662,662,lezatnya
663,663,Harusnya masukin produksi amyandcake juga kak.. penasaran rasanya 😁
664,664,Maa shaa Allah.. Ka tasyi makin cantiikk😊
665,665,l
666,666,"Kayaknya aku bakal suka sama yg nomor 1 deh karna kayak ringan gitu dimakannya kecil"", isiannya ga manis jadi ga mahteh ga enek."
667,667,Kakkkkkk resep coklat dubai dong kk
668,668,Udah ketebak sih pasti Don bakeshop yang menang soal nya kriteria nya ada semua di kak tasyi cuma ternyata pipiltin nggk masuk top 3 😂
669,669,"Kalau sudah kebanyakan bgini berarti bukan cokelat dubai lagi, soalnya bukan dibuat dari sana 😁"
670,670,Juara umum nasional😂
671,671,Perfecto marito saudaranya anggi marito😅
672,672,Nnton doang beli kagk wkwk
673,673,Punten salfok kak tasyi kurusan💓
674,674,Kak battle masakan sunda udah belum?
675,675,Harusnya ada di prank sama yg coklat bihun😂
676,676,KONTEN YANG PALING KU TUNGGU TUNGGU. LUV POKOKNYA❤❤❤❤
677,677,kapan ada mabar with tasyi lagii kaaa ??!! 😍
678,678,NO 4 DON BAKE GA SI
679,679,Akhirnya battle jugaa🎉
680,680,"Dari yang cuek dengan coklat Dubai, jadi kepengen wkwkwk"
681,681,Yg tau toko oren/ig nya by chi keik plasee komen kasih tau dong nyari2 ga nemu 😭
682,682,Temen gua sok sok an jualan dubai coklat homemade. Belilah kami dgn niat support. Pas gigit kok rasa matcha😭😭
683,683,Temen gua sok sok an jualan dubai coklat homemade. Belilah kami dgn niat support. Pas gigit kok rasa matcha😭😭
684,684,Selamat ya Don bakeshop 👏👏👏
685,685,Don bakeshop nomer 8 piring nya tapi juara 1
686,686,"Battle nugget ayam plis ka tasyi, aku ibu2 paling galau kalo beliin anak nugget 😭 kadang yg mahal belum tentu enak"
687,687,PLISSS KA TASYI BATTLE BAKSO AFUNG SAMA BAKSO BONDAN SOLO YANG LAGI HITS DIMELAWAI BLOK M
688,688,Kek ny coklat pertama kak tasyi udah pernah coba deh di postingan 3 bulan lalu
689,689,Kak battle ramen dong
690,690,KA Tasyi emang SeTulus itu pengen memajukkan UMKM Lokal tidak di pengaruhi pihak manapun.. ❤❤
691,691,Kataifi tu apa😢
692,692,Akhirnya!!!! Battle keju dong kak tasyi…
693,693,aihhh yg ditunggu tunggu coklat dubai lokal ala kak tasyi ❤️😆
694,694,Astagaaaaaa.. outfitnya di senadain ama apa yg mau di review ya kak tasyi wkwkwkkkw
695,695,"Ini variasi konten yang paling di tunggu2 si selain konten review resto , sampai rewatch episode battle yg lama saking kangennya .... Sukses selalu ka Tasyi n crew 🎉🎉"
696,696,Battle pure matcha kak yg bener² pure hehe
697,697,Ngelembab pin kak bukan ngelembab bin😊
698,698,Aku mala de awal pas ngeliat corak coklatnya udah bisa nebak kalau yg no 8 itu don bakeshop .. eh gak taunya juara 1 🎉🎉
699,699,"Hayyy kak tasyi sayang , semoga selalu sehat selalu sekeluarga ya kak❤️"
700,700,Sebenernya dari dulu suka banget ma video battle kak tasyi.. skrg lebih sopan karna umkm ditutup
701,701,Huhu syg bgt beccas ga masukk pdhl ktnya enak bs ngalahin don;(
702,702,By chi keik belinya dimana
703,703,"ka tasyi coba bikin battle semua varian nextar dari nabati, kalo aku sukanya yg biskuit tngh nya ada coklat berbentuk bintang"
704,704,"Team yg mau beli makanan2 viral, nunggu kak tasyi review dulu ☝🏻"
705,705,yang ditunggu-tungguuu
706,706,kak tasyi disini mirip mamari😅
707,707,Ka tasyi battle sate padang dong🎉
708,708,Tasyi jastip sama siapa sampe 520rb 😭 gile yg jualan mo haji furoda kali yee jahat bgt
709,709,Battle kukis sultana dong jeunk tasyi..❤
710,710,Gaess layar hp gua yg rusak apa emng video nya ya yg terlalu cerah gitu . Bikin sakit mata
711,711,NUJUM GW BENER WKWKWK
712,712,Ngileerrrr...
713,713,Akhirnya dapet insight rasa coklat dubai sblm icip 😊
714,714,By chi keik beli dimana yaa
715,715,Hnh emang se worth it itu sih..apalagi  kalo habis pake itu terus make up an..awet..tp ada harga ada kwalitas lah...
716,716,yg ditunggu* vlognya❤ Katasyi recook coklat dubai versi lowbudget dong 😮😅
717,717,Akhirnya keluar juga ni battle per cokklat dubai-an. next battle in keju cheddar kakkk
718,718,Kak review ayam goreng bu tumbar by hangry itu dongg
719,719,battle bakso kak tasyiii
720,720,Dubai coklat
721,721,"Hahahaha akhirnya video ini ada, krn percaya bgt lidah kak tasyi 😁"
722,722,yaampun habis brapa duit ini
723,723,maoooo
724,724,"kak klo bisa ganti dong backgroundnya, kalo warna putih terang gini, ganyaman bikin silau banget ke mata"
725,725,Waw mahal² beudd sih tapi pengen coba. Tapi yg fix brand itu yg viral y
726,726,juara 1 sih paling enk 2x beli coklat itu endul
727,727,battle cheesecake kakkk
728,728,Kk sama tambhin facial gk diluar??
729,729,Finally❤😊
730,730,NEXT BATTLE KEJU
731,731,"Liat kak tasyi ngejelasin makanannya, jdi bisa ngebayangin gmn rasanya. 🤤"
732,732,Food vlogger terbaik se indonesia ada TASYI. Bisa deskripsiin rasa sedetail itu sampe teknik2 masaknya dia tau omaygad 😂😭
733,733,Battle wafer dong kak
734,734,Battle keju kaakkk
735,735,Don bakeshop makin antri habis ini wkwkwk
736,736,"BATTLE PERKEJUAN KAAAAA, KEJU CHEDDAR KEJU SLICE KEJU MOZA, TULUNG BANGET AKU PENASARAN !"
737,737,Gak salah emang don bakeshop antrinta kaya orng gila wkwk. Congraatssss.
738,738,Battle batagor atau baso tahu udah belum yaaa
739,739,maaciiy banyak kaa tasyiii honest reviewnyaaa💓💗💖💘💞
740,740,anjir jastip don bakeshop 2x harga asli mahal bgtt
741,741,"Baru aja kemarin komen request battle coklat dubai, ehh udah ada aja videonya.. Makasih kak tasyi dan team sukses teruss buat kita semua 🙌🏻"
742,742,"Kk Tasyi Thankyouu! Btw brand Chi Keik itu punya adik ku, UMKM indonesia maju terussss🫶🫶🫶"
743,743,Duh aku pernah kerja di pipiltin cocoa.. halo mas irvan.. mbak tissa..
744,744,Battle ramen
745,745,"Sering sering kakaaa bikin video battle
Selalu excited kalo ada video battle kak tasyi...."
746,746,"Setelah berkali² rewatch video battle ka tasyi yang sebelumnya, akhirnya up battle lagi😂 
Cobain gorengan kocoknya atta aurel dong ka, warsun istrinya young lex keknya belum dicobain juga ya?"
747,747,Mba minta donggg 1
748,748,plissss banyakinn battle makanan lagi dong kak
749,749,Udh nungguin trs kak tasyi up YouTube akhirnya
750,750,No 10 siapa gengs?
751,751,"Kak bikin battle chili oil dong, beli random rasanya zonk 😢"
