,Unnamed: 0,comment
377,377,"Kak review merk keju mozarella dong, semua merk keju mozza kak"
378,378,"Kak review merk keju mozarella dong, semua merk keju mozza kak"
379,379,by chi keik beli dimana ya? nyari kok gak ketemu
380,380,"We made it ,Selalu suka kalau ka tasyi buat konten battle❤"
381,381,Udah aku tebak pasti yg juara 1 don bakeshop soalnya liat review orang2 kaya enak bgt daripada fix dubai aslinya
382,382,trending 1🎉
383,383,"our queen of home cooking congrats tranding 1 nyaa, ""WE MADE IT"""
384,384,SERING SERING BATTLE LAGI KA !!!
385,385,Trending 1 🎉🎉🎉🎉
386,386,WE MADE IT!!!!!!✨✨✨ Congratsss kaaaaaa trending 1🥳🥳🥳
387,387,kaa buat lagi dong battle makanan terendah dan tertinggi
388,388,wiihh trending 1🤩
389,389,We MADE IT
390,390,Selamaaat taciiiii❤❤❤❤
391,391,Wow trending 1 kak tasyi
392,392,WE MADE IT💪🏻♥️♥️♥️
393,393,Trending 1 kak
394,394,jadi ngilerrrrr
395,395,Battle martabak asin dan martabak manis
396,396,"We made it
Keren ka tasyi
Treeeending 1"
397,397,Horeeeeeeee WE MADE IT
398,398,WE MADE IT
399,399,WE MADE IT
400,400,WE MADE IT
401,401,WE MADE IT
402,402,We Made It
403,403,Ya nomer 10 bisa jd fomo fomo tok
404,404,We made it kak tasyi .......🎉🎉
405,405,Bikin ngiler aja nih konten... 😂😂
406,406,we made it kak tasyi🥰 congratssssss‼️💥
407,407,WE MADE IT
408,408,TRENDING 1 KAAKKK 🔥🔥🎉🎉🎉
409,409,Tranding 1 waahhhh congratsss kakak cantikkkk Tasyi Athasyia
410,410,battle keju kak
411,411,Keren tasyi
412,412,Wah trending 1
413,413,barakallahu 🎉🎉🎉🥳 Trending #1
414,414,Coba battle nugeet kak TASYIII PLEASEEEE
415,415,Ka you did it luvv semangat selalu sangat di tunggu vidio battle selanjutnya 🥹💪🏻💖💖💖
416,416,We made it 🎉🎉🎉 yeaaayyy selamat kak tasyi
417,417,"Selalu puas nonton battle kak Tasyi tuu, detail dan pembawaan kak Tasyi emang asiikkk, sukses terusss ya kaaak"
418,418,Waahhh tengkyuuu reviewnyaa kak tasyi
419,419,"bangga!! congrats kak tasyiii. kebayang bgt lagi semua rasanya deskripsinya, jadi bener2 penasaran rasa juara satu nyaaa 💚"
420,420,"Tasyi menghidupkan brand lokal.
We made it
 Congrats ya"
421,421,"MasyaaAllah alhmdulillah, barakallahu fiik kak tasyi 🥰🤗🫶🏻💕
Kak Tasyi luar biasa! food vlogger yang selalu menghadirkan konten yang inspiratif dan seru, aku nggak pernah terlewat untuk nonton setiap video di channel YouTube kak tasyi. Terus berkarya dan tetap jadi sumber inspirasi buat banyak orang! Kak tasyi pantas banget jadi trending nomor satu, semangat terus! 🔥🤗💕"
422,422,"We made it kak tasyiii, dengan segala huru hara youtube akhirnya pertama kali trending 1🎉"
423,423,Warnax kyk tai kuda ...itu apa ya
424,424,😂udah ketebak nomer 8 donbake shop dari paltingnya
425,425,"We Made it kak Tasyiii, selamat yaaa"
426,426,We Made it ❤
427,427,WE MADE IT ❤
428,428,WE MADE IT!!!! ALHAMDULILLAAHH
429,429,akhirnya trending satuuuu!!! omggy
430,430,WE MADE IT🔥
431,431,"We made it, kak ❤"
432,432,WE MADE IT 👏🏼👏🏼👏🏼👏🏼👏🏼
433,433,WE MADE IT GUYSS 🎉🎉🎉🎉😭😭😭❤❤❤❤
434,434,WE MADE IT
435,435,We made it 🎉
436,436,congrats ka tasyiiii❤ WE MADE IT🎉🎉🎉🎉🎉🎉🎉🎉🎉
437,437,WE MADE IT 🎉🎉🎉 congrats kak Tasyi
438,438,We made it❤❤❤
439,439,🎉🎉🎉🎉🎉
440,440,"Yeay, we made it!! Ngikutin banget ka Tasyi dari dulu. Akhirnya berhasil #1 trending ya ka. Congrats!"
441,441,"""WE MADE IT"" 🤲🏻🩷"
442,442,Mau nyoba cokelat dubai nunggu battle ka tasyi dulu 🤣
443,443,Ka Tasyi lovely
444,444,WE MADE IT👌🏻👌🏻❤
445,445,We made it
446,446,“WE MADE IT”
447,447,cii selamatt urah trendinh 1 🎉🎉🎉
448,448,Omggg trending 1❤❤
449,449,❤
450,450,keren
451,451,We Made It. Congratsss kak tasyiiiiii✨✨🫶🏼🫶🏼🔥🔥
452,452,We Made It
453,453,"Guys untuk kiting cake ada kesalahan penulisan harga yaa.. harusnya harganya 195.000 bukan 360.000

Mohon Maaf atas kesalahan penulisanyaa

🙏🏻🙏🏻"
454,454,mahkluk seperti ini bisa trending memang menjijikan
455,455,MasyaAllah Trending 1 ❤🎉
456,456,"Yang paling berkuasa mengatur seluruh dunia  &  akhirat adalah Pencipta Dunia.
(semua manusia di seluruh dunia diciptakan oleh Pencipta yang sama.   Tapi di dunia ada banyak      agama      &   aliran kepercayaan serta ada juga yang atheis.      Siapakah Pencipta manusia    &   dunia ?   Banyak orang mengakui bahwa Pencipta Dunia  itu antara lain    :    Maha  Kuasa ,  Maha  Kasih.    Maka Pencipta Dunia memberitahu siapa diriNya,  pasti dengan cara yang sangat / paling mudah.    Supaya manusia bisa dengan sangat mudah juga mengetahui Pencipta manusia).
       Pemilik  Dunia  =  Pemilik  Akhirat
   Pengatur  Dunia  =  Pengatur  Akhirat

( kalau pemilik rumah,  paling berkuasa  mengatur  +  buat  peraturan  untuk orang - orang yang menghuni / mengontrak rumahnya )"
457,457,"Pemilik  Dunia   =   Pemilik  Akhirat
       Pengatur  Dunia  =  Pengatur  Akhirat

Ada 5 hal yang berlaku di seluruh dunia  
( international )   :
1] Bahasa international = bahasa inggris,  dari inggris percaya kepada Allah bernama Tuhan YesUs : Pencipta Dunia.
2] Mata uang international = US $  dari amerika serikat percaya kepada Allah bernama Tuhan YesUs : Pencipta Dunia.
3] Kalender international=kalender tahun masehi. Hari ini  31 januari 2023 masehi
(masehi=Mesias=Tuhan YesUs).
4] Lagu  kebangsaan = semua negara harus punya lagu kebangsaan. (lagu kebangsaan Indonesia : Indonesia Raya)
Cara beribadah umat kristen, ada : lagu.
5] Keselamatan = hal - hal   keselamatan untuk manusia yang dipakai hampir diseluruh dunia  (international,  pakai bahasa international : bahasa inggris) =
zebra   cross,  do not   cross   police line,
red     cross    international   :      palang     merah    international."
458,458,We made it🎉🎉
459,459,WE MADE IT!!
460,460,Kkk battel keju dong yang ada di minimarket 🫶🏻🥹
461,461,Semangat kakk❤❤
462,462,Trending 1 dong
463,463,We Made It
464,464,Kak taciii trending 1 !!!!
465,465,WE MADE IT
466,466,we made it
467,467,"WE MADE IT, selamat kak 🎉❤"
468,468,"We made it ❤
Congratulation tranding 1🎉"
469,469,sudah kuduga pasti yang juara don bakeshop
470,470,MasyaAllah alhamdulillah selamat kak tasyi trending 1 🤗🤗🤗
471,471,tumben openingnya kek template ppt canvaaa😭😭🫵🏻🫵🏻 sp yg setujuuuu🙆🏻‍♀️🙆🏻‍♀️🙆🏻‍♀️
472,472,We made it
473,473,akk akan banyak2in komen supaya naikin engagement kakaa
474,474,suka suka sukaaa
475,475,seru bangett
476,476,WE MADE IT... 🎉🎉🎉
477,477,We made it
478,478,"kok bisa sih jual 100rban... pistachio aja per kg udah mau nangis,.belum coklat, kataifi. profit 10% kah?gilaa rodi banget T.T"
479,479,Tranding #1 ka tasyi ❤
480,480,yayy congrats 🎉
481,481,WE MADE IT❤❤❤🔥
482,482,"""We made it "" kak tasyi always gercep klu. ada konten baru semua kontennya bagus dan sll jd favorit semangat kak tasyi makasih buat stiap usahanya we love u always❤❤🎉"
483,483,WE MADE IT KAK
484,484,We made it ❤
485,485,Trending 1
486,486,congratsss ka tasyiii trending 1 🥳🥰
487,487,"Kak tasyiii, u made it🎉🔥✨💖"
488,488,We made it kak tasyi❤❤
489,489,We made ittt . Mangat tasyiii❤
490,490,"Weee madeee itttt,congratsssss ciiiii ❤❤❤❤"
491,491,selamaaaad kak tasyiii u made it!!!
492,492,"WE MADE IT ❤❤❤❤
selamat ya ka tasyii akhirnya bisa tranding 1 juga,, suka banget sama semua konten* kaka semoga suatu saat bisa ketemu dan fotbar sama ka tasyi ya... 
love u k tasyi"
493,493,SELAMAT KAAAAAAAA!!! TERHARU LIATNYA 😻
494,494,Masyaallah Trending 1 🔥🔥🔥
495,495,"subtitel nya cba ganti bahasa inggris ka, biar bsa diliat negara lain jga sih mnrtku..."
496,496,Tapi jujur selera tasyi tuh selera gua bangetttttt🥰🥺😍🤍
497,497,WE MADE IT KAK TASYI 🎉❤ AKHIRNYA PECAH TELOR JUGA 😭💗💗💗
498,498,We made it ❤
499,499,Alhamdulillah trending no 1... Jumat 22 November 2024🎉🎉🎉 Allahumma barrik 💝🤲🏻
500,500,WE MADE IT!!!!
501,501,"WE MADE IT KAK TASYIIIII, congrats ya kak ikutan terharu inget dlu gimana susah nya kak tasyi mau trending dgn views yg udah banyak ituh 🥺 semoga kedepan nya makin sering trending ya kak, WE MADE IT 💖💖 ditunggu battle selanjutnya kak 🤗"
502,502,battle siomay/shumai ka tasyi :3
503,503,"Kak next wajib banget battle nasi goreng, ketoprak, sate ayam"
504,504,❤❤
505,505,We made it!! Tim gapernah skip walaupun tinggal diluar negeri gabisa cobain apapun yg direview tp buat ku yg suka masak demen bgt nontonnya apalagi smbl makan luvvv semangat trs taciii
506,506,"ka, kaka hebag! Masha Allah ❤"
507,507,Keren
508,508,"Review ter-profesional dari awal coklat viral ini muncul. Gak cuman ""kemanisan,biasa aja,ngacang,worth gak worth.""
Dan dari sekian banyak reviewer,cuma di tasyi yg notice ada rasa,and bahan ""Tahini"" .
Good job tasyi 🎉"
509,509,By chi keik itu ig nya apa yaa?
510,510,"Detail banget jelasinnya , keren Tasyiiiiii"
511,511,Disuruh komen “WE MADE IT” sma kween 🎉
512,512,Omaygaaad
513,513,Wi mid it
514,514,kak kamu keren bngt luvvvv
515,515,Battle Mayonnaise pleaseeee
516,516,kaa battle dark/milk coklat lokal dongg
517,517,We made it
518,518,"sumpah 1 selera sama tasyi banget parah, donbakeshop tuh emg gurih asin2 gitu isian kunafa nya jadi enak bgttt coklatnya jg ga manis AH POKOKNYA 100% buat tasyi thanku dah battle-in"
519,519,Congrats k tasyiii dah trending satu aja video battle coklat Dubai nya🎉🎉🎉🎉.. Moga sukses terus ya kk
520,520,WE MADE IT
521,521,Trending 1
522,522,🎉🎉🎉🎉🎉🎉🎉
523,523,🥰🥰
524,524,Ka yg juara 2 nama ig nya apa ya ko nyari gak nemu sediiiihh deh😢
525,525,You made it Mimaaa.. Congrats for trending 1.. Semoga sukses terus dan makin melejit yah mimaaaa..🎉
526,526,"aku percaya banget sama lidah kak tasyi, dan coklat studio cokelat beneran enak. pas kak tasyi review waktu itu aku langsung beli dan beneran enak enak banget."
527,527,Kereeeeennnn❤❤❤❤❤
528,528,"Yaampun akhirnya konten battle lagii fav banget, btw kemarin ada yg katanya review coklat dubai rekomendasi kak Tasyi tpi punya dia malah zonk yg harganya 90an"
529,529,WE MADE IT
530,530,"We made it ka tasyiiiiiiii🥺🫶🏻
MASYAALLAH TABARAKALLAHHHHH"
531,531,Alhamdulillah #1 sukses selalu Tasyi
532,532,We made it 🎉
533,533,KAK TASYIIIIIII WE MADE IT❤❤❤❤❤❤❤
534,534,"Selamat kak, trending 1🎉"
535,535,kak tasyiii di video ini cantikkk polll
536,536,Banyakin video battle kak tasyi 😘
537,537,Trending 1 dongsssssssssss kaaaa🥰
538,538,TRENDING NO 1 KAAAAAAA BARAKALLAH 🥳🥳🥳💗💗💗💗💗💗💗💗
539,539,Sering2 ya kaa bikin video batlle gini. Suka bgttt
540,540,udah nebak banget yang nomor 8 🤣🤣
541,541,Trending #1 ka tasyi🎉 finally..wow semangat ngonten nya ka😀
542,542,Trending 1🎉🎉🎉🎉
543,543,kereenn
544,544,Mana Revisi harga salah 1 brand coklat yg bakal di pin ??
545,545,Trending1 dongggg
546,546,"tiap upload video battle pasti trending + viewers nya banyakkk, sering"" upload battle lagi ka tasyii, semangat!!!"
547,547,Nagihh bgt kli Tasyi yg review 😅😅
548,548,Becca’s gak ada di list yaaa ? Atau malah yg terakhir itu????
549,549,NAHHHHHH ini maksudnya kalo jd food vlogger. jelasinnya bener bener detail. penilaiannya juga objektif
550,550,Request battle bubuk matcha kakkk!!!!!
551,551,bakso dong kak tasyi
552,552,Wow trending loh 🙌🏼
553,553,"Kak tasyi battle donat dong yg lg viral ada donat dore, donat bahagia"
554,554,Battle donat dong kak
555,555,beli nya dimana siii yg by chi keikk
556,556,Wow trending😍
557,557,By chi keik beli dmn ka?
558,558,"Suka bgt konten battle ini karena review nya bener2 detail dan jujur,ga cuma enak2 aja😂 ditunggu battle berikutnya kak tasyiiii❤"
559,559,"Seru bgt ka tasyi, sering2 yaaa bikin battle mood bgt😆🥰"
560,560,"21:30 ""white coklaaat~☹"""
561,561,yeayyyyy trending 2
562,562,Trending ....
563,563,"Kak km di sini cantik bangett,, suka deh liat nyaaa😅"
564,564,Pipiltin enakk juga.. ak suka krn tipis lapisannya. Sm nyobain fix  tp B aja.. 😂
565,565,BUAT JASTIPERS DON BAKESHOP TOLONG JGN AJIMUMPUNG😭😭😭
566,566,❤❤❤❤❤❤❤❤
567,567,Kak tah knpa senang aja lihat konten kk🥰
568,568,"Hahahha, baru banget kmrn iseng beli di Don Bakeshop Gara2 mas2 yg jaga jadinya beli yg pistachio dan hazelnuts. Tapi Emang enak  sih 😁"
569,569,"Sukses selalu kak tasyi, anggap aja haters jadi ladang pahala kakak 😁"
570,570,"Channel kak tasyi lagi ada di my top 3 favorite food vlogger at this moment seriusan😍 beneran semua konten aku tonton semua padahal sebelumnya cuma naksir kalo lagi battle ajaa, dan akhir akhir ini jadi suka masak-masak"
571,571,WAH TRENDING 2 KAK
572,572,UDAH NEBAK DULUAN YG NOMOR 8 DON BAKE SHOP WKWKKWKW
573,573,Bettle tepung bumbu kakk
574,574,kak battle keju minimarket dongsss
575,575,Kak tasyi kolab sama ria sw dong
576,576,Selamat kak tasyi trending dong
577,577,Congrats ka tasy trending 2 Semoga bisa trending 1 kak. Akhirnya yahhhh ❤
578,578,Trending 2 kakkk
579,579,"Untuk mencegah obesitas, Anda bisa menerapkan beberapa tips berikut:
Mengatur pola makan: 
Hindari minuman ringan dan bersoda 
Batasi konsumsi jus buah 
Kurangi konsumsi karbohidrat kompleks seperti nasi, roti, jagung, kentang, dan sereal 
Pilih alternatif karbohidrat yang lebih rendah kalori, seperti beras merah, kacang-kacangan, biji-bijian utuh, dan gandum utuh 
Konsumsi berbagai jenis sayuran, terutama yang berwarna hijau 
Konsumsi buah-buahan yang berwarna cerah seperti jeruk, mangga, dan pepaya 
Beraktivitas fisik: 
Lakukan aktivitas fisik secara rutin minimal 30 menit dalam sehari 
Olahraga yang disarankan untuk penyandang obesitas dapat dimulai secara perlahan dan sedikit demi sedikit 
Mengurangi stres: 
Berpikir positif dan mengenali emosi makan 
Menimbang berat badan secara teratur 
Tidak merokok dan minum alkohol 
Hindari tidur setelah makan"
580,580,Paling suka episode batle❤ banyakin video batle ka tasyi😊
581,581,Kenapa makin ke sini reviewnya makin keliatan ketebak ya........😢
582,582,"Battle coklat bubuk, please 😭"
583,583,"Kak, cobain yg coklat dubai nya becca.. kata jerome enak becca dripada Don.."
584,584,Ka trending congrats yaaaa❤
585,585,fav content❤❤
586,586,INI YG AKU PERLUKAAAN HOREEE SEBELUM SALAH BELI HAHAHHA
587,587,trending 3 wuikkhhh👏🏻👏🏻👏🏻
588,588,becca sm moodybaker enak mana ya gaes?
589,589,Kak tasyi battle kopi sachet dong...udah pernah blm yaaa ?
590,590,"1 thing yang gue notice banget, di video battle kali ini kak tasyi aktif bgt ngasih masukan utk coklat2 yang ""gak masuk selera"". beda ga kaya battle2 sebelumnya wkwk. good job!"
591,591,yah kok ga ada becca bake house :(
592,592,Pistasyo sm kataifi tu apa?
593,593,Nah ini
594,594,Battle esteh jumbo 3 ribuan dong kak
595,595,ini dia yang ditunggu2!!
596,596,"TANTEH,.... mndg di nomernya buat smcam sticker, sertakan merek (logo) dan harga. jd ga prlu nanya2 ke teamnya,... begono,.. jd moment of truth, pas dikletek, kaget sndri, liat merek & harganya,..."
597,597,Dari kemarin di tungguin kakkk ❤❤❤
598,598,Review burn cheesecake yg paling enak siapa tau ada yg ngalahin yg di blok m
599,599,Battle antar UMKM ajah lebih seru tapi apa ya??
600,600,Kak review indomi premium yg japang n korea
601,601,ka nyobain dimsam Jinji sama pentol maudy
602,602,"semua jenis kulit manusia itu beda², jadi otomatis yg di jadikan BA itu juga orang² yg kulitnya memang dah bagus."
603,603,"Congrats yaaa Don Bakeshop 🎉🎉🎉 ❤
Pas spill spill awal Don bakeshop bikin coklat Dubai tuh emang udah keliatan enak banget dan pengen banget banget beli. Tapi harganya bukan buat kaum mendang mending & misqueen kayak aku. Wkwkwk
Padahal kantorku deket ke kokas jalan kaki, tapi sampe skrng blm kebeli karena ga ada dananya untuk beli 1 coklat aja 😂😂"
604,604,Vidio ini mahal banget nie 😂
605,605,Buset jastipnya mehonk amat yaaaa😅😅😅  mantap jadi juara 1😊😊
606,606,"Aku gak ngerti tahini dan kataifi 😂 jadi dijelasin aroma/rasa tahini dan kataifi gak ngerti 
Cuma kaget aja coklat begitu sampe 575 ribu 🤭"
607,607,Boleh ga sih durasi nya di panjangin kaaa sampe adek ali SMA haha
608,608,Ka tasy aga kurusan
609,609,Salfok liat kak tasyi makin cantik... masyaallahhhhh 😍😍😍😍😍
610,610,Kok disni harga yg coklat juara satunya yg 250gr cuma 100rb yg 120gr 50rb dan 50gr 35rb itu kira2 asli ga ya
611,611,Jdi kepi itu siapa yg gaenak
612,612,WOwwW TRENDING 4😍
613,613,Yang battle battle begini yang paling ditunggu 🔥🔥
614,614,MashaAllah kak tasyi semakin cantik ❤
615,615,Weezzzzz juara 2 dari bandung… 😃 gas belikk
616,616,coba mie ayam ami nikita Mirzani
617,617,"SAYANG UMKM✅
BANGGA PRODUK INDONESIA ✅

🥹❤️‍🔥🇲🇨"
618,618,Suka banget sama battle
619,619,Wuah 😍 trending 4.. Barokallah
620,620,Akhirnya yg ku tggu
621,621,"Kalo segi makanan, aku percaya lidah kk tasyii😊"
622,622,"Bener-bener super detail reviewnya. sampe tau ada rasa tahini, dan di jelasin sedetail itu tentang bentukannya tahini 😊  gak cuma sekedar ""pistasionya kerasa pistasio banget, coklatnya nyoklat banget"" 
KEREN kamu kak 👍🏻👍🏻🤗🤗🤗"
623,623,kak tasyii battle pempek
624,624,"Kak Tasyiii.. kerudungnya cakepp, beli dimana??"
625,625,The Moody Baker paling besssst 🎉
626,626,Videoo yg ku tunggu2 battle revieww2 ❤❤
627,627,BATTLE SAUS KEJU 🎉
628,628,Subtitlenya kecepetan...
629,629,Miki ojisan juga bentuknya mirip studio coklat. Coba ka tasyiii review coklat dubai yg beluuum
630,630,Kak tasyi boleh kali ajak2 subcriber nyicipin makanan mahal hehehe
631,631,"ka tasyii coba review cimood/pentol maudy tiktokers,REVIEW JUJURRR ❤"
632,632,EDITOR! Tolong banget speed textnya disesuaikan ama video. wkwkwkwk
633,633,Battle keju dong 🥰
634,634,waduhh subtitle dibagian akhir ga passs tp tetep enjoy sih nontonnyaaaa
635,635,I like chocolate 😊 hmm yummy
636,636,Ih ih kak tasyi mkin cntik❤
637,637,Aq pke hnh signature .. Kulit ku sawo mateng jd klo pke day cream ny ko jd abu2 yah pdahal dah pke 1 bulan 😂
638,638,"by chi keik beli dimana ya guysss help.. help..

btw kak tasyi thankyouu dah buat konten ini!!!🫶🏻"
639,639,Anjir don bakeshop udh rame tambah rame gara gara juara 1 😂😂😂😂😂😂😂
640,640,Aku yang suka manis jadi pengennn bgt nyoba nomer 6!!!😍
641,641,Sekarang editornya bisa ngelawak
642,642,ohoho akhirnya yg ku tunggu2 battle coklat dubai
643,643,"Tebak modal konten ini,,,totalitas bgt kak tasyii❤"
644,644,"Kak tasyi batle sambel ulek sachet dong..
Aku bingung kalau mau beli sambal sachet ada aja yg bau2 pengawet aku nyebutnyagitu tapi gk tau bau apa gitu.
Ada gk ya sambel yg enak, rekomendasi kak tasyi gk pernah gagal dan satu selera sama aku,, mudah2an bisa nemu sambal sachet yg enak"
645,645,"Kak, bikin share resep dubai coklat nya dong.. yg kunaifanya bisa bikin sendri... 😊"
646,646,"Ka tasyi jualan please banget, pasti bom banget"
647,647,23:53 😂😂😂
648,648,Kataifi dan tahini itu apaan si? 😅
649,649,"BATTLE TEH CELUPPPP KAKK TASYIIIII PLLEEASEEE, BATTLE TEH CELUPP"
650,650,"BATTLE TEH CELUPPPP KAKK TASYIIIII PLLEEASEEE, BATTLE TEH CELUPP"
651,651,"BATTLE TEH CELUPPPP KAKK TASYIIIII PLLEEASEEE, BATTLE TEH CELUPP"
652,652,Mieeee ayam
653,653,penasaran yg  no 10 siapaa
654,654,Please bakso favorit ka tasyi dong
655,655,Kaya apa sih coklat dubay ..
656,656,"Kak, battle milk powder dong. Kalau lagi buat kue, masih mencari-cari susu bubuk yang oke :)"
657,657,By chi keik itu belinya dmna info dooong
658,658,Tolong editor hasil video nya di perhatiin lagi asli dah😢
659,659,Kak battle keju plise sama saus kejuuuuu
660,660,Resep kunafanya kak
661,661,anjay soto bgt lagian nge review akhirnya malah dubai coklat yg asli ga peringkatt
662,662,KEMANA AJA KAK TUMBEN BARU NONGOL KONTEN BATTLE NYA EHE ✌️🙏
663,663,"Nmr 8, udh ketebak don bakeshop....karna lebih mengkilat coklatnya"
664,664,harusnya pak ka tasyi ngmg tahini ky wijen putih gt. itu editor search google kek bentukannya kek gmn taro di videoinya. org kan jg penasaran
665,665,"Udah nyoba Don Bakeshop emang enak banget. Rasa coklatnya ga murahan. Kalau ga dimasukin kulkas asinnya lebih nusuk, jadi mending masukin kulkas dulu, jadi balance banget."
666,666,Ngakakk😭😭😭yang pencetusnya sendiri ga menang
667,667,Battle chicken nugget dong ka tasyi plzzzzz
668,668,Yang mau Dubai coklat 20 ribuan komen
669,669,KAK TASYIIII cobain coklat dubainya Becca's kakkk pls notice
670,670,Aku juga pakeeee...🎉🎉🎉🎉
671,671,Sourdough donbakeshop itu enak banget kak.. you must try it
672,672,Yang ditunggu tunggu akhirnya....
673,673,Battle nugget dong tasyiii
674,674,yang ditunggu tunggu ❤
675,675,"Kak, mungkin nnt cobain Becca's bake shop, pengen tau reaksinya kak tasyi"
676,676,"konkaya kecil gitu ya gambarnyaaa, apa hp gue yg bermasalah ya huhu"
677,677,Ya allah ka tasyi udah battle aja.. Nyicipi merk satu be belum😂😂😂
678,678,"KAK Review SAUS EXTRA PEDAS, SAUS KEJU, MENTEGA"
679,679,penasaran klo becca’s ikut pdhl itu enak bgttt
680,680,Kak gara2 kamu aku langsung beli di jastip yg don bakeshop🤣
681,681,🎉🎉🎉
682,682,"KAK OMG aku kmrn pengen bgt nonton battle coklat dubai kak tasyi, pas dicari di channel kakak ternyata ga ada. Happy bgttt pas liat hari ini kakak up video battle coklatnya ❤❤❤😭"
683,683,lezatnya
684,684,Harusnya masukin produksi amyandcake juga kak.. penasaran rasanya 😁
685,685,Maa shaa Allah.. Ka tasyi makin cantiikk😊
686,686,l
687,687,"Kayaknya aku bakal suka sama yg nomor 1 deh karna kayak ringan gitu dimakannya kecil"", isiannya ga manis jadi ga mahteh ga enek."
688,688,Kakkkkkk resep coklat dubai dong kk
689,689,Udah ketebak sih pasti Don bakeshop yang menang soal nya kriteria nya ada semua di kak tasyi cuma ternyata pipiltin nggk masuk top 3 😂
690,690,"Kalau sudah kebanyakan bgini berarti bukan cokelat dubai lagi, soalnya bukan dibuat dari sana 😁"
691,691,Juara umum nasional😂
692,692,Perfecto marito saudaranya anggi marito😅
693,693,Nnton doang beli kagk wkwk
694,694,Punten salfok kak tasyi kurusan💓
695,695,Kak battle masakan sunda udah belum?
696,696,Harusnya ada di prank sama yg coklat bihun😂
697,697,KONTEN YANG PALING KU TUNGGU TUNGGU. LUV POKOKNYA❤❤❤❤
698,698,kapan ada mabar with tasyi lagii kaaa ??!! 😍
699,699,NO 4 DON BAKE GA SI
700,700,Akhirnya battle jugaa🎉
701,701,"Dari yang cuek dengan coklat Dubai, jadi kepengen wkwkwk"
702,702,Yg tau toko oren/ig nya by chi keik plasee komen kasih tau dong nyari2 ga nemu 😭
703,703,Temen gua sok sok an jualan dubai coklat homemade. Belilah kami dgn niat support. Pas gigit kok rasa matcha😭😭
704,704,Temen gua sok sok an jualan dubai coklat homemade. Belilah kami dgn niat support. Pas gigit kok rasa matcha😭😭
705,705,Selamat ya Don bakeshop 👏👏👏
706,706,Don bakeshop nomer 8 piring nya tapi juara 1
707,707,"Battle nugget ayam plis ka tasyi, aku ibu2 paling galau kalo beliin anak nugget 😭 kadang yg mahal belum tentu enak"
708,708,PLISSS KA TASYI BATTLE BAKSO AFUNG SAMA BAKSO BONDAN SOLO YANG LAGI HITS DIMELAWAI BLOK M
709,709,Kek ny coklat pertama kak tasyi udah pernah coba deh di postingan 3 bulan lalu
710,710,Kak battle ramen dong
711,711,KA Tasyi emang SeTulus itu pengen memajukkan UMKM Lokal tidak di pengaruhi pihak manapun.. ❤❤
712,712,Kataifi tu apa😢
713,713,Akhirnya!!!! Battle keju dong kak tasyi…
714,714,aihhh yg ditunggu tunggu coklat dubai lokal ala kak tasyi ❤️😆
715,715,Astagaaaaaa.. outfitnya di senadain ama apa yg mau di review ya kak tasyi wkwkwkkkw
716,716,"Ini variasi konten yang paling di tunggu2 si selain konten review resto , sampai rewatch episode battle yg lama saking kangennya .... Sukses selalu ka Tasyi n crew 🎉🎉"
717,717,Battle pure matcha kak yg bener² pure hehe
718,718,Ngelembab pin kak bukan ngelembab bin😊
719,719,Aku mala de awal pas ngeliat corak coklatnya udah bisa nebak kalau yg no 8 itu don bakeshop .. eh gak taunya juara 1 🎉🎉
720,720,"Hayyy kak tasyi sayang , semoga selalu sehat selalu sekeluarga ya kak❤️"
721,721,Sebenernya dari dulu suka banget ma video battle kak tasyi.. skrg lebih sopan karna umkm ditutup
722,722,Huhu syg bgt beccas ga masukk pdhl ktnya enak bs ngalahin don;(
723,723,By chi keik belinya dimana
724,724,"ka tasyi coba bikin battle semua varian nextar dari nabati, kalo aku sukanya yg biskuit tngh nya ada coklat berbentuk bintang"
725,725,"Team yg mau beli makanan2 viral, nunggu kak tasyi review dulu ☝🏻"
726,726,yang ditunggu-tungguuu
727,727,kak tasyi disini mirip mamari😅
728,728,Ka tasyi battle sate padang dong🎉
729,729,Tasyi jastip sama siapa sampe 520rb 😭 gile yg jualan mo haji furoda kali yee jahat bgt
730,730,Battle kukis sultana dong jeunk tasyi..❤
731,731,Gaess layar hp gua yg rusak apa emng video nya ya yg terlalu cerah gitu . Bikin sakit mata
732,732,NUJUM GW BENER WKWKWK
733,733,Ngileerrrr...
734,734,Akhirnya dapet insight rasa coklat dubai sblm icip 😊
735,735,By chi keik beli dimana yaa
736,736,Hnh emang se worth it itu sih..apalagi  kalo habis pake itu terus make up an..awet..tp ada harga ada kwalitas lah...
737,737,yg ditunggu* vlognya❤ Katasyi recook coklat dubai versi lowbudget dong 😮😅
738,738,Akhirnya keluar juga ni battle per cokklat dubai-an. next battle in keju cheddar kakkk
739,739,Kak review ayam goreng bu tumbar by hangry itu dongg
740,740,battle bakso kak tasyiii
741,741,Dubai coklat
742,742,"Hahahaha akhirnya video ini ada, krn percaya bgt lidah kak tasyi 😁"
743,743,yaampun habis brapa duit ini
744,744,maoooo
745,745,"kak klo bisa ganti dong backgroundnya, kalo warna putih terang gini, ganyaman bikin silau banget ke mata"
746,746,Waw mahal² beudd sih tapi pengen coba. Tapi yg fix brand itu yg viral y
747,747,juara 1 sih paling enk 2x beli coklat itu endul
748,748,battle cheesecake kakkk
